�\BFStatus;Tipo;Codigo;Nome;Autor;Revisao;Data_Vigor;Data_Analise_Critica;Data_Obsoleto;Motivo_Obsoleto;Responsavel_Obsoleto;Categoria_Sigla;Nome_Arquivo;Locais_Distribuicao
OBSOLETO;DOCUMENTO;IT-07.01.10;"Orientação para cálculos da incerteza de medição";RA;2;2025-02-18;2028-02-18;2025-12-16;;;IT;IT070110_rev02_2025.pdf;Intranet|RA-110
OBSOLETO;DOCUMENTO;FQ-04.01;"Lista mestra de documentos do sistema de gestão da qualidade";RA;8;2021-11-08;0000-00-00;2025-12-16;;;LM;ListaMestra.pdf;Intranet|RA-25|RA-56
OBSOLETO;DOCUMENTO;IT-05.01.04;"Objetivos da qualidade e indicadores correlacionados";"Diretora Geral";14;2024-01-26;2027-01-25;2026-01-05;"Nova revisão";"Cinthia Ronchesel";IT;IT050104_rev14_2024.pdf;Intranet|RA-110
OBSOLETO;DOCUMENTO;DO-03;Valores;"Diretora Geral";6;2020-01-21;0000-00-00;2026-01-05;;;DO;DO-03_valores.pdf;"Intranet|Manual da Qualidade|Site do Ital|Treinamento Integração Alunos|Treinamento Integração Estagiários|Treinamento Integração Funcionários|Treinamento Integração Profissional Externo"
OBSOLETO;DOCUMENTO;DO-02;Visão;"Diretora Geral";3;2020-01-21;0000-00-00;2026-01-05;;;DO;DO-02_visao.pdf;"Intranet|Manual da Qualidade|Site do Ital|Treinamento Integração Alunos|Treinamento Integração Estagiários|Treinamento Integração Funcionários|Treinamento Integração Profissional Externo"
OBSOLETO;DOCUMENTO;DO-01;Missão;"Diretora Geral";5;2017-12-21;0000-00-00;2026-01-05;;;DO;DO-01_missao.pdf;"Intranet|Manual da Qualidade|Site do Ital|Treinamento Integração Estagiários|Treinamento Integração Funcionários|Treinamento Integração Profissional Externo"
OBSOLETO;DOCUMENTO;DO-05;"Código de ética";"Diretora Geral";4;2017-12-21;0000-00-00;2026-01-05;;;DO;DO-05_codigo_de_etica.pdf;"Intranet|Manual da Qualidade|Site do Ital|Treinamento Integração Alunos|Treinamento Integração Estagiários|Treinamento Integração Funcionários|Treinamento Integração Profissional Externo"
OBSOLETO;DOCUMENTO;DO-04;Política;"Diretora Geral";7;2019-01-07;0000-00-00;2026-01-05;;;DO;DO-04_politica.pdf;"Intranet|Manual da Qualidade|Site do Ital|Treinamento Integração Alunos|Treinamento Integração Estagiários|Treinamento Integração Funcionários|Treinamento Integração Profissional Externo"
OBSOLETO;DOCUMENTO;FQ-04.01;"Lista Mestra de 16/12/25";RA;0;2025-12-16;0000-00-00;2026-01-05;;;LM;ListaMestra.pdf;Intranet|RA-25
OBSOLETO;DOCUMENTO;IT-05.01.04;"Objetivos da qualidade e indicadores correlacionados";"Diretora Geral";15;2026-01-05;2029-01-05;2026-01-01;;;IT;IT050104_rev15_2026_PT.pdf;Intranet|RA-25
OBSOLETO;DOCUMENTO;IT-05.01.04;"Objetivos da qualidade e indicadores correlacionados";"Diretora Geral";14;2024-01-26;2027-01-26;2026-01-05;"nova revisão";"Cinthia Ronchesel";IT;IT050104_rev14_2024_PT.pdf;Intranet|RA-25
OBSOLETO;DOCUMENTO;05.01.04;"Objetivos da qualidade e indicadores correlacionados";RA;15;2026-01-05;2029-01-05;2026-01-01;;;IT;050104_rev15_2026_PT.pdf;Intranet|RA-25
OBSOLETO;DOCUMENTO;FQ-06.06;"Registro e relatório de investigação de acidente de trabalho";RA;6;2019-05-10;0000-00-00;2026-02-02;;;FQ;FQ0606_rev06_2019.xlsx;Intranet|RA-25|RA-56
OBSOLETO;DOCUMENTO;FQ-06.46;"Registro de incidente de trabalho";RA;0;2019-05-10;0000-00-00;2026-02-02;;;FQ;FQ0646_rev00_2019.docx;Intranet|RA-25|RA-56
OBSOLETO;DOCUMENTO;FQ-07.54;"Controle de projetos, bolsas e demais auxílios (fomento e outros recursos)";RA;2;2025-06-12;0000-00-00;2026-02-02;;;FQ;FQ0754_rev02_2025.xlsm;Intranet|RA-25|RA-56
OBSOLETO;DOCUMENTO;FQ-08.15;"Análise financeira de evento";RA;10;2024-07-05;0000-00-00;2026-02-02;;;FQ;FQ0815_rev10_2024.xls;Intranet|RA-25|RA-56
OBSOLETO;DOCUMENTO;IT-06.01.02;"Conduta em caso de acidente e incidente";"Coordenador Time SegurançaPresidente Cipa";14;2024-11-13;2027-11-13;2026-02-02;;;IT;IT060102_rev14_2024.pdf;Extranet|Intranet|RA-110
OBSOLETO;DOCUMENTO;IT-06.01.15;"Recursos Humanos";"Diretora Geral";10;2024-10-16;2027-10-16;2026-02-02;;;IT;IT060115_rev10_2024.pdf;Intranet|RA-110
OBSOLETO;DOCUMENTO;IT-06.02.01;"Matriz de versatilidade";RA;14;2024-04-04;2027-04-04;2026-02-02;;;IT;IT060201_rev14_2024.pdf;Intranet|RA-110
OBSOLETO;DOCUMENTO;IT-07.01.07;"Programa de pós-graduação stricto sensu";"Reitora da Pós-Graduação";19;2025-07-11;2028-07-10;2026-02-02;;;IT;IT070107_rev19_2025.pdf;Intranet|RA-110
OBSOLETO;DOCUMENTO;PQ-04.02;"Controle de documentos";RA;37;2025-05-13;2028-05-12;2026-02-02;;;PQ;PQ0402_rev37_2025.pdf;Intranet|RA-110
OBSOLETO;DOCUMENTO;PQ-06.02;"Competência, conscientização e treinamento";RA;39;2025-09-23;2028-09-22;2026-02-02;;;PQ;PQ0602_rev39_2025.pdf;Intranet|RA-110
OBSOLETO;DOCUMENTO;FQ-04.01;"Lista Mestra - 05/01/2026";RA;0;2026-01-05;2029-01-05;2026-02-02;"Nova lista mestra disponível";"Daiana Guimarães Sousa";LM;ListaMestra.pdf;Intranet|RA-25
OBSOLETO;DOCUMENTO;PQ-07.04;Aquisição;RA;32;2025-11-19;2028-11-18;2026-02-23;;;PQ;PQ0704_rev32_2025.pdf;Intranet|RA-110
OBSOLETO;DOCUMENTO;PQ-05.01;"Responsabilidade da alta direção";"Diretora Geral";31;2025-04-17;2028-04-16;2026-02-23;;;PQ;PQ0501_rev31_2025.pdf;Intranet|RA-110
OBSOLETO;DOCUMENTO;IT-08.01.03;"Programa e plano de auditorias";RA;24;2023-07-18;2026-07-17;2026-02-23;;;IT;IT080103_rev24_2023.pdf;Intranet|RA-110
OBSOLETO;DOCUMENTO;IT-04.02.01;"Elaboração de documentos do SGQ";RA;23;2024-04-17;2027-04-17;2026-02-23;;;IT;IT040201_rev23_2024.pdf;Intranet|RA-110
OBSOLETO;DOCUMENTO;FQ-08.17;"Avaliação de auditoria interna";RA;4;2011-10-13;0000-00-00;2026-02-23;;;FQ;FQ0817_rev04_2011.doc;Intranet|RA-25|RA-56
OBSOLETO;DOCUMENTO;FQ-04.01;"Lista Mestra de 02/02/2026";RA;0;2026-02-02;0000-00-00;2026-02-23;"Nova revisão ";"Daiana Guimarães Sousa";LM;ListaMestra.pdf;Intranet
OBSOLETO;DOCUMENTO;PQ-07.04;Aquisição;RA;33;2026-02-23;2029-02-23;2026-04-09;;;PQ;PQ0704_rev33_2026.pdf;Intranet|RA-110
OBSOLETO;DOCUMENTO;PQ-05.01;"Responsabilidade da alta direção";"Diretora Geral";32;2026-02-23;2029-02-23;2026-04-09;;;PQ;PQ0501_rev32_2026.pdf;Intranet|RA-110
OBSOLETO;DOCUMENTO;FQ-08.31;"Controle de melhorias";RA;0;2017-12-15;0000-00-00;2026-04-09;;;FQ;FQ0831_rev00_2017.xls;Intranet|RA-25|RA-56
OBSOLETO;DOCUMENTO;FQ-06.40;"Cadastro de veículos";RA;6;2022-07-08;0000-00-00;2026-04-09;;;FQ;FQ0640_rev06_2022.doc;Intranet|RA-25|RA-56
OBSOLETO;DOCUMENTO;FQ-04.11;"Definições e siglas (Acesso não liberado - entre em contato com Setor RA-DG)";RA;0;2017-07-18;0000-00-00;2026-04-09;;;FQ;;RA-25|RA-56
OBSOLETO;DOCUMENTO;LM;"Lista Mestra 23.02.26";RA;0;2026-02-23;0000-00-00;2026-04-09;"Nova revisão";"Daiana Guimarães Sousa";LM;ListaMestra.pdf;Intranet
OBSOLETO;DOCUMENTO;IT-07.01.07;"Programa de Pós-Graduação stricto sensu";"Reitora da Pós-Graduação";20;2026-02-02;2029-02-02;2026-04-17;;;IT;IT070107_rev20_2026.pdf;"Área do aluno|Intranet|RA-110"
OBSOLETO;DOCUMENTO;IT-06.01.02;"Conduta em caso de acidente e incidente";"Coordenador Time Segurança Presidente Cipa ";15;2026-02-02;2029-02-02;2026-04-17;;;IT;IT060102_rev15_2026.pdf;"Área do aluno|Extranet|Intranet|RA-110|RA-56"
OBSOLETO;DOCUMENTO;PQ-06.02;"Competência, conscientização e treinamento";RA;40;2026-02-02;2029-02-02;2026-04-17;;;PQ;PQ0602_rev40_2026.pdf;Intranet|RA-110|RA-56
OBSOLETO;DOCUMENTO;PQ-08.01;Melhorias;RA;15;2025-02-03;2028-02-03;2026-04-17;;;PQ;PQ0801_rev15_2025.pdf;Intranet|RA-110
OBSOLETO;DOCUMENTO;IT-06.01.09;"Programa 5S";"CoordenadoraTime 5S";13;2024-09-19;2027-09-19;2026-05-15;;;IT;IT060109_rev13_2024.pdf;"Área do aluno|Extranet|Intranet|RA-110"
OBSOLETO;DOCUMENTO;PQ-04.01;"Sistema de Gestão da Qualidade";RA;19;2025-02-18;2028-02-18;2026-05-15;;;PQ;PQ0401_rev19_2025.pdf;Intranet|RA-110
OBSOLETO;DOCUMENTO;IT-05.01.04;"Objetivos da qualidade e indicadores correlacionados";RA;15;2026-01-05;2029-01-05;2026-05-15;;;IT;IT050104_rev15_2026_PT.pdf;Intranet|RA-25
OBSOLETO;DOCUMENTO;FQ-06.60;"Mapeamento e amostragem - Avaliação 5S";RA;1;2024-09-19;0000-00-00;2026-05-15;;;FQ;FQ0660_rev01_2024.xls;Intranet|RA-25|RA-56
OBSOLETO;DOCUMENTO;FQ-04.01;"Lista Mestra de 17/04/2026";RA;0;2026-04-17;0000-00-00;2026-05-15;"Nova lista mestra em vigor em 15/05/2026";"Daiana Guimarães de Sousa";LM;ListaMestra.pdf;Intranet
OBSOLETO;DOCUMENTO;PQ-07.01;"Realização de produto e serviço";RA;30;2025-06-12;2028-06-11;2026-06-02;;;PQ;PQ0701_rev30_2025.pdf;Intranet|RA-110
OBSOLETO;DOCUMENTO;FQ-07.15;"Programação de evento";RA;7;2024-06-21;0000-00-00;2026-06-02;;;FQ;FQ0715_rev07_2024.doc;Intranet|RA-25|RA-56
OBSOLETO;DOCUMENTO;IT-07.01.03;"Difusão do conhecimento";"Analista de eventos (Eventos - DG)";33;2025-02-18;2028-02-18;2026-06-02;;;IT;IT070103_rev33_2025.pdf;Intranet|RA-110
OBSOLETO;DOCUMENTO;IT-06.01.08;"Emissão de recibo do fundo especial de despesas - FED";"Diretora do Centro de Atividade Administrativa";10;2025-06-12;2028-06-11;2026-06-12;;;IT;IT060108_rev10_2025.pdf;Intranet|RA-110
OBSOLETO;DOCUMENTO;FQ-08.31;"Controle de Melhorias";RA;1;2026-04-09;0000-00-00;2026-06-12;;;FQ;FQ0831_rev01_2026.xlsx;Intranet|RA-25|RA-56
OBSOLETO;DOCUMENTO;FQ-04.01;"Lista Mestra de 15/05/2026";RA;0;2026-05-15;0000-00-00;2026-06-12;"nova lista mestra em vigor";"Daiana Guimarães de Sousa";LM;ListaMestra.pdf;Intranet
OBSOLETO;DOCUMENTO;FQ-04.01;"Lista Mestra de 02/06/2026";RA;0;2026-06-02;0000-00-00;2026-06-12;"nova lista mestra em vigor";"Daiana Guimarães de Sousa";LM;ListaMestra.pdf;Intranet
